other अन्य
writer लेखक
workers कार्यकर्ताओं
degree °
sport क्रीड़ा
renouncing विसर्जन
barabanki बाराबंकी
politicians नेताओं
dog कुत्ते
situated स्थित
from से
was थे
use प्रयोग
khan खानों
1966 १९६६
teachings शिक्षाओं
dd डीडी
but वरन्
teaching सीख
questions प्रश्नों
rate दर
1958 १९४७
state साम्राज्य
square वर्ग
run भागो
mad पागल
remember स्मरण
800 ८००
aspects पहलुओं
ground ग्राउंड
items वस्तुओं
toolkit टूलकिट
world जग
organ स्खलन
wife पत्नी
balance समता
anonymous अज्ञेय
mukesh मुकेश
originated जन्मी
spirit आत्‍मा
small थोड़ी
necessary ज़रूरी
handicraft हस्तशिल्प
20 २०
domestic गृहस्थ
live रहते
output उपज
panchayat पंचायत
prabhas प्रभास
paise पैसों
right दाएँ
tactic रणनीतियां
program प्रोग्राम
graham ग्राहम
limitations सीमाओं
aquatic निडारिया
intention आकांक्षा
celebrate जानेवाले
existence प्रचलन
constituted बनी
mesopotamia मेसोपोटामिया
relativity सापेक्षता
prize उपकार
ramnagar रामनगर
dream सपना
devotee उपासक
indore इन्दौर
enters प्रविष्ट
name हैरी
tribe गोत्र
diamond हीरो
network अंतरजाल
singer पार्श्वगायन
spreading नवाचार
informations संदेशों
artificial बनावट
director संचालक
kashmir कश्मीर
ime आईएमई
how कैसा
south दक्षिण
sounds ध्वनियाँ
running संचालक
peace समाधान
confidentiality गोपनीयता
site साइट
gain योग
gardens उद्यानों
bringing लाते
. पं
goodluck सौभाग्य
beauty सौंदर्य
creation कृतियाँ
idea अवधारणा
dream स्वप्न
bonafide वास्तविक
corporate कॉर्पोरेट
hole द्वार
clown भेष
typing टाइपिंग
pleasure विलास
making बनाती
a ए०
wealth संपत्ति
diamond हीरे
case अन्याय
mathematician गणितज्ञ
environmental पारिस्थितिकी
mehrab मेहराब
cut काट
alan एलन
auto ऑटो
technologies तकनीकों
inscription अभिलेख
pylon तोरण
achievement उपलब्धियों
tobacco तंबाकू
pollen पराग
narrow संकुचन
mountain पर्वत
agreement समझौता
climb चढ़ाना
cognition अनुभूति
wich चाहे
practicality व्यावहारिकता
goal ध्येय
soul मन
sports खेलकूद
chandra चन्द्र
systems विधाओं
stay रहने
criminal अपराधी
being होने
optimistic महत्वाकांक्षी
indicate इंगित
settlement भुगतान
adult व्यस्क
poet कवियों
news वार्ता
relevance प्रासंगिकता
set सेट
mineral धातु
buffalo भैंस
situated स्थैतिक
matches मैचों
age उम्र
veins शिराओं
pope पॉप
archaeopteryx आर्कियोप्टेरिक्स
hang फाँसी
coin सिक्का
1973 १९७३
ganges गंगा
browser ब्राउसर
domination वर्चस्व
grain अन्न
john जॉन
sources स्रोतों
available मुहैया
airplanes विमानों
obtained उपयुक्त
minimum न्यूनतम
finally अंततः
flying उड़ने
manner शिष्टाचार
pilgrim तीर्थयात्री
prophet पैग़म्बर
oneself खुद
comments टिप्पणी
speech वाणी
relative रिश्तेदार
consonant व्यंजना
behaviour आचरण
mind मनो
infected संक्रमित
period अवधि
mark लक्स
push धक्के
life जिन्दगी
people मनुष्यों
review समीक्षा
find पाई
interest रूचि
pantnagar पंतनगर
everywhere तरफ़
bhave भावे
standard स्टैण्डर्ड
present प्रस्तुत
eden ईडन
hyder हैदर
effects प्रभावों
restrictions प्रतिबंधों
management प्रबन्ध
rate कीमत
according अनुरूप
chart चार्ट
disciple शिष्य
33 ३३
depicting दर्शाती
prohibition रोक
said कथ्य
bhagwati भगवती
compass परक
important महत्वपूर्ण
raipur रायपुर
newest नवीनतम
name परसाई
quran क़ुरान
hot गर्मी
outfall मुहाने
population जनसँख्या
order क्रम
countries देशों
class वर्ग
lighten जलाया
recovery बहाल
decorated अलंकृत
tree पौधा
leather चमड़े
throne सिंहासन
suitability तालमेल
quadrilateral चतुर्भुज
adopt गोद
birth जनम
control वश
completely पूरी
art नाट्य
camp शिविर
planets नक्षत्रों
respect सम्मान
social सामुदायिक
pakistan पाकिस्तान
asafoetida हींग
reached पहुँचे
foundation फाउंडेशन
christian ईसाई
kosal कोशल
mutual पारस्परिक
genealogy वंशावली
span त्रिज्या
monarchist राजतंत्र
jumeirah जुमेरह
longitude देशान्तर
beginning प्रारम्भ
desires इच्छाओं
kidney गुर्दे
experiment प्रयोग
initiated बहाने
hunting आखेट
city शहर
tasteless फीका
africa अफ्रीका
nevertheless तथापि
say कहें
prayer यक्ष
cross क्रोस
word वर्ड
maximum ज़्यादातर
old पुराने
title उपनाम
m एम०
reconversion उत्परिवर्तित
home धाम
imi आईएमई
diesel डीजल
preceptor गुरु
sociology समाजशास्त्र
pump पम्प
early प्रारंभिक
spiritual वैचारिक
flow प्रवाह
hardline कट्टर
m ए०
temporary फिलहाल
goddess भगवती
interview साक्षात्कार
why वाई
break विराम
several विविध
reason कारण
exited उत्साहित
enhance उतार
send भेज
disconnection वियोग
denomination गोत्र
is रहीं
debt ऋण
allotted सौंपा
authority हक़
shopping खरीददारी
girish गिरीश
chest छाती
data डाटा
intensive गहन
caution सावधान
priests पुजारियों
game खेले
starts लगती
copy प्रति
invasive आक्रामक
amplifier प्रवर्धक
legitimacy वैधता
quotation उद्धरण
mostly प्राय
administrator प्रशासक
ciphers सिफर्स
beginning शुरूआत
content विषयवस्तु
account मद
expert निपुण
centric केन्द्रक
homer होमर
pumpkin कद्दू
vetting पुनरीक्षण
motilal मोतीलाल
done चुके
songs गानों
ustad उस्ताद
jagdish जगदीश
man आदमी
ear कान
solve निरूपित
calender पंचांग
yogurt दही
passing गुजरता
chair पीठ
regulated विनियमित
reawakening पुनर्जागरण
channels चैनलों
moisture सील
wearing पहने
organizational संगठनात्मक
we हमे
amer आमेर
here यहीं
speciality विशिष्टता
right दाहिने
women महिलाएं
spreading फैलने
english इंग्लिश
elect निर्वाचन
insect कीटों
basic मौद्रिक
pole छोर
december दिसम्बर
write लिखा
crooked वक्र
sensation हलचल
prajapati प्रजापति
carl कार्ल
kark कर्क
statistics आँकड़ों
brief संक्षिप्त
species प्रजातियों
bedi बेदी
fourth चौथे
producers निर्माताओं
rough गाढ़ा
funds निधि
serious जनित
filmfare फ़िल्मफेयर
modernization आधुनिकीकरण
1986 १९८६
top ऊपर
parliamentary संसदीय
arrived पहुँचा
37 ३७
sensing संवेदी
telecast प्रसारित
poisonous अवशोषक
digestion अवशोषक
thing कारकों
oxidation ऑक्सीकरण
dominance प्रधानता
safari सफारी
light रोशनी
ages योग
gases गैसों
criticize निरूपण
blame अपराध
dog कुत्ता
fertile उपजाऊ
into उसमें
oil ऑयल
judgemental विवेकाधीन
jagannath जगन्नाथ
done करे
independent आजाद
techniques तकनीकी
congo कांगो
pleasing सुभाषित
run रन
earned उपार्जित
element एलिमेंट
identity पहचान
umar उमर
accounting लेखांकन
mantle मंत्र
balaji बालाजी
activity कार्रवाई
did कराई
his उसकी
early शीघ्र
fond वत्स
ionized आयनीकृत
mahadev महादेव
parikrama परिक्रमा
fear भय
brother भाई
movie सिनेमा
family खानदान
code कोड
cloths वस्त्रों
struggle संग्राम
that कि
or यदि
title उपाधि
chemical अधातु
stop रोका
always सदैव
material सामग्री
empire साम्राज्य
dense घने
influenced प्रभावी
rituals अवधारणाओं
dairy दैनन्दिनी
name धर्मेन्द्र
renu रेणु
conflicts संघर्षों
madhuri माधुरी
electrons इलेक्ट्रॉनों
letter चींटी
prostitution वेश्या
steam आर्द्रता
pole ध्रुव
accommodation निवास
made लगाये
immune उन्मुख
fortnight पाक्षिक
body धड़
put लगाई
collapse गिरावट
devil असुर
family घराने
progress उत्थान
arvind अरविन्द
cradle पालने
life जनजीवन
remains बचा
clerk लिपिक
scientific प्रौद्योगिकी
goes जातीं
all समस्त
reptile सरीसृप
softness कोमलता
ornament आभूषण
on आन
brahma ब्रह्माजी
weak कच्ची
nature स्वरूप
satisfied संतुष्ट
andhra आन्ध्र
conference अधिवेशन
ram राम
writings लेखों
tone राग
surender सुरेन्द्र
outlook दृष्टिकोण
becoming बनकर
sixteen सोलह
sand प्रवाल
raised बढाया
ton टन
cross पार
believe मानता
group दलदली
magnetic चुम्बकीय
zero शून्य
maharaj महाराज
ozone ओज़ोन
aspiration उड़ानें
sings गाते
her उसे
gulf गल्फ
calendar जनगणना
pole स्तंभ
attentive सावधान
include अन्दर
welfare कल्याणकारी
sight दृष्टि
sure सुनिश्चित
change अंतराल
chhattisgarh छत्तीसगढ़
excited स्तंभन
burning जलाने
sustained अनवरत
midday मध्याह्न
polar ध्रुवीय
garden वृंदावन
reveal जाहिर
seventh सप्तम
alfred अल्फ्रेड
bill विधेयक
finance फाइनेंस
shoulders कंधे
bodies मंडलों
lead सीसा
instinctive स्वाभाविक
actor अभिनेता
shiva शिव
version संस्करणों
season ऋतु
lover कामुक
village ग्रामीण
blair ब्लेयर
service नौकरी
factor कारक
barbarian बर्बर
intellect बुद्धि
take लेनी
king सम्राट
protesters प्रतिरोध
cities नगरों
opposition आलोचकों
grace कृपा
subhash सुभाष
nickel निकल
potion काढ़ा
commands आदेशों
thin पतली
anil अनिल
pictures चित्रों
coloured रंगीन
end आंत
wear पहनने
explored खोजा
indicated यथा
projects पद्धतियाँ
duct वाहिनी
b बी
dioxide डाइआक्साइड
conversation संवादों
morning सुबह
statement वक्तव्य
beggar फकीर
air एयर
successful कामयाब
london लंदन
name बालकृष्ण
initial आरम्भिक
talent प्रतिभा
sahay सहाय
cashew काजू
partial आंशिक
area सल्तनत
place बुंदेलखंड
late स्वर्गीय
minute सुक्ष्म
traditions परंपराएं
although हालाँकि
hermitage गुरुकुल
right दाहिनी
organism प्राणी
surname त्रिवेदी
beaten मारे
rheumatism वात
dysentery दस्त
shahid शाहिद
sacrifices बलिया
fourth चौथी
confidence प्रत्यय
leadership स्वामित्व
part दाने
middle मध्य
averse प्रतिकूल
icc आईसीसी
woman स्त्री
k क
burma बर्मा
litre लीटर
foot पाद
seaport बंदरगाह
gets पाता
sons बेटों
zero सिफर्स
facilities सुविधाओं
brave बहुल
contribution प्रदान
take लेना
invention खोजे
bails बेल
port बन्दरगाह
nation साम्राज्य
mention जिक्र
om प्रणव
rock जीवाश्म
reserved आरक्षित
northern उत्तरी
release रिलीज
reading पठन
background परिवेश
called बुलाया
before पहले
allowances भत्ते
constitute गठित
elevated ऊँचे
cipher सिफर्स
seller विक्रेता
winds हवाओं
pray जप
telescopic सूक्ष्मदर्शी
israel इजरायल
conversion विनिमय
current परिपथ
engaged संलग्न
inquiry जाँच
aerodynamic वायुगतिकी
internal आपसी
stiffened आंकड़ों
star नक्षत्र
birth जनन
myriad असंख्य
21 इक्कीस
sami सामी
ships जहाजों
trees पेड़ों
image छवियों
seats सीटों
otherwise अलावा
bhuvan भुवन
gall पित्त
eleven ग्यारह
plateau प्लेट
rigvedic ऋग्वेदीय
1984 १९४५
year सन
mic मैक
light लाइट
famous प्रतिबन्ध
sugar-cane गन्ना
nectar अमृत
instrumental वादक
contemporary तत्कालीन
ladies स्त्रियां
bar मदिरालय
expectations संभावनाओं
influence शोध
h एच
century सहस्राब्दी
difficulties प्रयासों
nag नाग
author गद्यकार
do करते
fourth चौथा
chain कडियाँ
able रहे
his उसके
meaningful सार्थक
can सके
magnetic चुंबकीय
demanded मांगे
plato प्लेटो
latin लैटिन
serious गंभीर
damodar दामोदर
threw उछाल
constitution संविधान
concoction काढ़ा
every प्रत्येक
java जावा
ranchi राँची
gave दिए
many कई
half अर्द्ध
godse गोडसे
taste स्वाद
rare दुर्दम
correct सटीक
appear अवतीर्ण
example उदाहरणों
created रचा
shopping शॉपिंग
trust ट्रस्ट
over अत्यधिक
invitation आह्वान
unani यूनानी
progressive प्रगतिशील
variety विविधता
plains मैदानी
string रस्सी
dominant हावी
comprehensive वृहद्
gems रत्न
1937 १९३७
head दिमाग
ancestors आचार्यों
plan प्लान
eta एटा
live जीवंत
background पृष्ठभूमि
thing बात
lifelong आजीवन
journalist पत्रकार
theft चोरी
block मंडप
lot ढेर
core कोर
name रामदेव
basin कुण्ड
establish विराजमान
l एल
bindi टीके
keshab केशव
organize संचालन
traveller सैलानी
invention खोज
ulcer व्रण
sindhi सिंधी
nomination नामांकन
diseases रोगों
immune प्रतिरक्षी
harvesting कटाई
tai डाई
29 २९
persons मायनों
machines मशीनों
best उन्नत
browser ब्राउज़रों
male पुरूष
saga आख्यान
as भांति
firstly पहला
long लम्बे
leaves पत्तियों
shivling शिवलिंग
jatayu जटायु
bond बंधन
mms एसएमएस
arrangement व्यवस्था
angle दृष्टिकोणों
british अंग्रेजो
arab अरब
shankaracharya शंकराचार्य
parliamentarian संसदीय
example मसलन
warning चेतावनी
comfortable आरामदायक
microbe सूक्ष्मजीवों
feet चरणों
conception गर्भाधान
clothes कपड़ा
shakuntala शकुन्तला
lakes झीलों
lady नारी
atomic आण्विक
hilarity उल्लास
homeopathy होम्योपैथी
outline रूपरेखा
again दोबारा
foot फूट
samudragupta समुद्रगुप्त
over ओवर
known जानते
adopted अपनाया
follow मानती
thirst प्यास
cited उद्धृत
accepted मान्य
salute प्रणाम
produced संभावित
90 ९०
ill बीमार
social सामाजिक
created रची
purview वितरण
mom मोम
competition मुकाबले
which जिन्होने
synthesis संश्लेषण
labourers श्रमिकों
benefit लाभ
ghats घाटों
height कद
unions संघों
exchange आदान
happens होता
and एंड
anti विरोधी
information सुचना
tropical समशीतोष्ण
economics अर्थशास्त्र
purchased खरीदी
gujarat गुजरात
static स्थैतिक
carcinoma कार्सिनोमा
prasad प्रासाद
number नम्बर
seated विराजमान
dham धाम
soldiers सिपाहियों
game क्रीड़ा
periods माहवारी
economies अर्थव्यवस्थाओं
sardar सरदार
executive कार्यकारी
unstable अस्थिर
fly फहराया
rugby रग्बी
express व्यक्त
run दौड़
refused इनकार
cities शहरों
stern अटल
american अमेरिकी
firm दृढ
jews यहूदी
fire अग्नि
submission आत्मसमर्पण
astrological ज्योतिषीय
supervision पर्यवेक्षण
dwarka द्वारका
plains मैदानों
done करके
yadav यादव
shrimps झींगा
drive चलाए
star तारा
medicines औषधियाँ
permanent सामंजस्य
high ऊँचा
habitual व्यावहारिक
received पहुंची
observatory वेधशाला
sharada शारदा
lenin लेनिन
yah याहू
can सकता
saint सन्त
orchard बगीचे
battery सेल
communication वार्तालाप
asked पूछे
airforce वायुसेना
mahabharat महाभारत
dense घनी
awareness जागरूकता
biological जैविक
needle सुई
preface अभिलेख
indulgence अनुग्रह
statue प्रतिष्ठा
scientist वैज्ञानिक
credit क्रेडिट
careful निष्कर्षों
lawyer वकील
khajuraho खजुराहो
storm तूफ़ान
system तन्त्र
desire आकांक्षा
reserve संरक्षण
bought दिलाई
urine मूत्र
ignorant अज्ञान
dixit दीक्षित
east पूर्व
generosity उदारता
real असली
shoulder कंधे
fruits फलों
keeping रखती
nineteenth उन्नीसवीं
examination परीक्षा
appeared निकले
hight ऊँचाई
destroy उखाड़
hollywood हॉलीवुड
famous ऐश्वर्य
keeton कीटोन
showed दिखलाई
ring दाद
director निदेशक
lessons शिक्षाओं
inequality असमानता
empty खाली
insect कीट
alexander सिकंदर
stance रुख
seol सियोल
input इनपुट
importance प्रधानता
atom परमाणु
young युवक
goat बकरी
emergence आविर्भाव
bicycle साइकिल
cunt योनि
squares वर्गों
maldives मालदीव
deeksha दीक्षा
nest अगली
doctor चिकित्सक
cashmere कश्मीरी
start शुरुआत
death निधन
packed बांधकर
architecture स्थापत्य
fallen गिरावट
directions दिशाओं
kingdom साम्राज्य
social सामूहिक
unrest अशांति
wish कामना
systems प्रथाओं
2000 २०००
methods वृत्ति
conclude तय
difficult जटिल
cities शहरो
states राज्यॉ
tillage जुताई
take लेने
third तिहाई
copy नकल
1959 १९५९
collar गले
technological अभियांत्रिकी
das दास
done कराया
kill बलि
relation संबंध
files दस्तावेजों
express जाहिर
1965 १९६५
kata कटा
incidents घटनाओं
outer बाह्य
council परिषद
temperature तापमान
drawing चित्रांकन
unique अनमोल
navigation नेविगेशन
sharp बारीक
television टीवी
diamond हीरा
them उन
narration कथन
fare फेयर
place मदुरई
rama रामजी
netscape नेटस्केप
finland फिनलैंड
25 २५
arabic यहूदी
corporation निगम
banglore बंगलूरू
magic चमत्कार
peak चरम
absolutely कदापि
soft मोम
stage पड़ाव
bust वक्ष
solar सौर
compassion दया
made बनाती
population आबादी
metal धातु
eye आंख
gazal ग़ज़लों
resource युक्तियों
mind दिमाग
gospel गोस्पेल
libertarian उदारवादी
original मौलिक
sympathy संवेदना
astrophysics ताराभौतिकी
element तत्व
poor हरिजन
dreadful भयंकर
staying बसे
engineering इंजीनियरिंग
festival महोत्सव
skeleton ढांचे
called कह
will आएगा
deflection झुकाव
individuality व्यक्तित्व
battlefield मैदान
pearl मोती
frustrated निराश
gave दिये
quantity परिमाण
ground मैदान
knee जोड़ों
soil मृदा
developed उन्नत
room कमरे
european यूरोपिय
kept रखा
proper सुभाषित
name महादेवी
research अनुसंधान
supplication याचना
king महाराज
accounts खातों
although बावजूद
mongols मंगोलों
called कहलाने
controversial विवादस्पद
inter इण्टर
graces सुशोभित
his उसका
settled बसे
act अधिनियम
understand समझकर
minds दिलों
medina मदीना
may मे
1987 १९८७
modesty नम्रता
extraction निकालना
suryadev सूर्यदेव
severe उग्र
guess अन्दाज
urban शहरी
during दौरान
principles आदर्शों
organism जीवाश्म
reptiles सरीसृप
inch इंच
height लंबा
scales पैमाने
company कंपनी
garden उद्यानिकी
raje राजे
entire तमाम
given दिया|
hesitate संकोच
embraced समेटे
salt नमक
society सोसायटी
date खजूर
dull फीका
difficult कठिन
within अन्दर
responsibilities उत्तरदायित्व
join जमा
province प्रदेश
governor राज्यपाल
combo कामों
flow बह
vinoba विनोबा
conversation बातचीत
demonstrates दर्शाता
tissue उतक
rights हक़
poems कविताओं
arise उठती
gardens बागों
sound अं
y य
satisfaction संतुष्टि
gene जीन
removed निकालकर
july-august श्रावण
main अहम
expensive कीमती
virat विराट
saint संन्यासी
walk चली
sawai सवाई
comprehensible ग्राह्य
category वर्ग
personnel कर्मियों
answer जवाब
river नदियां
sending भेजना
untouchable अस्पृश्य
soap साबुन
goddess महादेवी
biography जीवनी
crowd भीड़
mirza मिर्जा
transmit संचारित
media मीडिया
atheist काफिर
speed द्रुत
college कॉलेज
ownership स्वामित्व
tenable तर्कसंगत
lunar चंद्रमास
plastic प्लास्टिक
amir आमिर
indications सूचनाओं
man मेन
combined सयुंक्त
arrival आगमन
perl मोती
name सुधा
east पूरब
acts प्रक्रियाएं
often अक्सर
doubt संदेह
womb गर्भाशय
collected संचिका
side ओर
valley घाट
verses आयतों
hindu हिन्दू
aldehyde एल्डिहाइड
temperate उष्णकटिबंधीय
so इतने
credits मान्यताओं
starch छाछ
immortal अमर
religious ईश्वरीय
likeness राग
wicket-keeper विकेटकीपर
suburban उपनगरीय
abbas अब्बास
ipod आईपॉड
goods माल
ocean सागर
disbandment विघटन
problems समस्याओं
shattered ध्वस्त
absinthe चिरायता
centre केन्द्रों
suri सूरी
idea योजन
drop छोड़ना
office कार्यालयों
huge बड़ा
cognitive संज्ञानात्मक
mataram मातरम्
lack अभाव
seven सात
tradition परम्परा
factor कारकों
remains छाछ
news समाचार
install इंस्टाल
inauspicious अशुभ
trespassing घुसपैठ
lx लक्स
krishna कृष्णा
stands खडी
hygroscopic अवशोषक
face सूरत
need जरुरत
vaishnav वैष्णव
helpless असहाय
army सैन्य
respectful मान्य
udaipur उदयपुर
fifth पांचवीं
mostly अधिकांशत
psychology मनोविज्ञान
khan खान
european यूरोपीय
architecture वास्तुकला
need औचित्य
electricity विद्युत
employee कर्मचारी
longitude अक्षांश
reporter अनुसन्धान
vocalist गायिका
task कार्य
vikram विक्रम
necessary पर्याप्त
panel पैनल
italian इटालियन
can सकते
indian इंडियन
glacier हिमनद
admission प्रवेश
changes रूपान्तर
title शीर्षक
osho ओशो
sushma सुषमा
strong मुखर
delivery डिलीवरी
dictionary अर्थविज्ञान
endless अनादि
expenditure खर्च
obama ओबामा
archaeological पुरातत्त्व
throw फेंक
probably सम्भवतः
parade जुलूस
take लेगा
accidentally धोखे
roaming घूमने
society सोसाइटी
the उसमे
evils बुराइयों
brotherhood भाईचारे
back रीढ़
complication उलझन
website साईट
pandey पांडे
53 ५३
manu मनु
married विवाहित
god भगवान्‌
do करों
employment रोजगार
deny खंडन
developed विकसित
usual अक्सर
machinery मिशनरी
rise उठती
working कर्मी
silent मूक
categories श्रेणियों
name मीराबाई
walk चला
worldly सांसारिक
see दिखाई
dampness आर्द्रता
master मास्टर
2007 २००७
access अधिकता
excise ज़कात
demonic राक्षसी
brought लाता
dictated परिभाषित
mixture विलयन
finally अन्ततः
criterion कसौटी
brightness गुरुत्व
alone अकेले
dates तिथियों
kanpur कानपुर
medicinal औषधीय
law लॉ
total कुल
opinion राय
march मार्च
positions स्तरों
script लिपियों
russian रूसी
might हो
indicator संकेतक
pandavas पाण्डव
twice दुबारा
sunday रविवार
raso रासो
w डब्लू
emotional भावनात्मक
rudra रुद्र
little थोड़ा
bible बाइबिल
populated आबाद
hindu हिन्दु
ballad गीत
al अल
electronics इलेक्ट्रॉनिक्स
98 ९८
besotted दीवाना
wealth पूंजी
promulgated प्रचारित
garden बाग़
based उन्मुख
athen अतेन
subtropical शीतोष्ण
present उपहार
pupil शिष्यों
voice स्वर
individuals व्यक्तियों
got मिला
equal बराबरी
name रेणु
figure आंकडा
imbalance असंतुलन
records अभिलेख
immunity कवच
philosophy दर्शन
ghazal गज़ल
king प्रजापति
like चाहा
and एव
gathering गुट
arrangement प्रबंधन
name कर्ण
science साइंस
social साम्राज्य
anybody कोइ
fertilization निषेचन
project पध्दति
country देश
grandson पौत्र
noun दुर्योधन
out निकलने
success सफ़ल
collection संग्रह
features आकृति
is हैकि
tower टॉवर
roshan रोशन
shahjahan शाहजहाँ
strip पट्टी
verse पाद
faizabad फैजाबाद
rise उठता
fertilize निषेचित
way पूर्वक
thousands सैकड़ों
burn जलन
museum म्यूजियम
vikramaditya विक्रमादित्य
goyal गोयल
honey शहद
your तार
application अर्ज़ी
swim तैरते
honesty प्रामाणिकता
blood रक्त
compulsory जरूरी
thematic विषयक
bean फली
moving घूमते
various विभिन्न
learn सीखा
bad बुराई
name क्लिंटन
kama कामा
garland माला
together इकट्ठा
opponent प्रतिद्वंद्वी
epidemic महामारी
bhubaneshwar भुवनेश्वर
handicraft कलाई
bangalore बंगलुरु
happiness सुखों
tired थकान
dependency निर्भरता
2 २
him उसे
universe जगत्
files फाइलों
existence सत्ता
bhimrao भीमराव
scholars विद्वान्
france फ़्रांस
bihar बिहार
return लौटा
kuber कुबेर
sleeping सोते
monsoon बादलों
protozoan प्रोटोज़ोआ
semester सत्र
caves गुफाओं
indeed दरअसल
bangalore बंगलोर
astrologer ज्योतिष
both दानों
sage ऋषि
autonomy स्वशासन
dayanand दयानन्द
time टाइम
proven साबित
gate तोरण
spread फैलाव
awarded पुरस्कृत
useful लाभप्रद
temperature ऊष्मा
shown दिखाते
scalp खोपड़ी
female मादा
actuality वास्तविकता
tolerate साध
angles कोणों
liquid तरल
story कथ्य
suspend भंग
ants चींटी
cut काटा
later फिर
bird पक्षी
close पास
able सकी
quarter चतुर्थ
poisonous विषैले
tongue जीभ
broken टूटे
fort फोर्ट
bud कली
physical शारीरिक
legs पैर
lobster झींगा
spread फ़ैल
poem कविता
kandy कैंडी
suitable लायक
sudan सूडान
hair रोम
separation पृथक्करण
jobs नौकरियों
application अर्जी
educational शिक्षण
put डालती
podcast पॉडकास्ट
decrepit निर्बल
like वैसी
emblem चिन्ह
attention सावधान
numbers संख्याओं
drop बुध
joined जुड़
secrets रहस्यों
call आह्वान
contaminate दूषित
received प्राप्ति
gourd कद्दू
1979 १९७९
golden स्वर्ण
thickness मोटाई
evolve निकालते
nonviolence अहिंसा
structures संरचनाओं
those जिनको
opportunity औसत
320 ३२०
ritual कर्मकाण्ड
ing रह
skilled दक्ष
rights अधिकारों
attendance उपस्थिति
fundamentally मूलतः
chant जप
criticise आलोचना
things बातें
motherhood ममता
spread परागन
open ओपन
food एलबम
jubilee जयंती
nilgiri नीलगिरी
cricket टेस्ट
version भाष्य
cat बिल्ली
16 १६
female निर्देशिका
literal शाब्दिक
nearly लगभग
dharmendra धर्मेन्द्र
import आयात
request अनुग्रह
design डिजाईन
dutt दत्त
job नौकरी
play निभा
abstain बचना
experienced पेशेवर
origin उद्धरण
united संगठित
drona द्रोण
mainstream मुख्यधारा
marks अंकों
followers परिचायक
remain रहें
gang सहगल
relation नाते
thane ठाणे
integrated समन्वित
present पारित
tyagi त्यागी
messenger पैग़म्बर
snake नाग
music घराने
twelve १२
humans मनुष्यों
cult आश्रम
heel खीर
krishna कृष्ण
agent कारक
definitions परिभाषाएँ
fort मकबरे
india हिन्द
thousands सहस्रों
laden लादेन
royal राजकीय
corrupt भ्रष्ट
roll रोल
complete पूरा
detention निरोध
important अहम
delivered प्रदत्त
project योजन
balance संतुलन
120 १२०
comparison तुलना
centuries सदियों
done कृत
like जेसे
phrase श्लोक
resurrection मृतोत्थान
enquiry कुशलता
buying खरीदने
october अक्टूबर
put डालता
printed मार्कअप
aarti आरती
rain बरसात
students छात्रों
section खण्ड
mosque दरगाह
1880 १८८०
bulk थोक
myth मिथक
indirect अप्रत्यक्ष
1000 सत्रहवीं
lamp लालटेन
ability हैसियत
partner भागीदार
lethal घटक
procedure विधियाँ
circle चक्र
bundelkhand बुंदेलखंड
is हॅ
centuries दशकों
vehicle वाहन
vehicle यान
stars नक्षत्रों
escapade बचाव
uncertain अनिश्चित
wander भटक
brought लाते
acquired लेती
achieve साध्य
forcefulness प्रबलता
valuable निमित्त
invaders आक्रमणकारियों
chain श्रृंखला
boats नार्वे
factor द्योतक
leaves पत्ते
name उपाध्याय
made गया
scientific वैज्ञानिकता
uttarakhand उत्तराखंड
data आंकड़े
salary आय
45 ४५
demolish ध्वस्त
move जाएँ
directed निर्दिष्ट
click इंगित
large बडा
liberal उदारता
as चूँकि
pieces खंड
enemies शत्रुओं
grass घास
fever ज्वर
complying निभाने
empire साम्राज्यों
reply जवाब
sikhs सिक्खों
right सही
smart चतुर
teach सिखाने
body देह
through होकर
fame अभियन्ता
finished आपूर्ति
educational शैक्षणिक
discovered खोजा
animal जन्तु
heat उष्मा
charge प्रभार
library पुस्तकालय
and तथा
easy सुलभ
writer रचनाकार
fare मेला
memorial स्मारक
opposition विरोध
then तभी
model मोडल
versus बनाम
have रखता
aedes एडीज
modern नवीनीकृत
specimen प्रतिरूप
feasible साध्य
sermons उपदेश
rotate घूमते
sat बैठकर
lex लक्स
singh सिंध
dynamic गतिशील
sayed सैयद
is है
gega घेघा
row कच्चा
respect श्रद्धा
properties विशेषताएं
fashion फैशन
patriot देशभक्त
few चन्द
complete पूरी
hussain हुसैन
serious संकीर्ण
gha घ
unlawful अराजकता
witness गवाही
morally नैतिकता
breathe साँस
minerals धातुओं
galaxy मंदाकिनी
aziz अज़ीज़
free निःशुल्क
forehead माथे
subjection तहत
sons बेटे
march कूच
brick ईंट
infliction प्रणयन
crazy शौक
washing धोने
angry क्रुद्ध
scripts लिपियों
wave तरंग
menon मेनन
organisers प्रबंधकों
formed गठित
month माह
illustrated वर्णित
purple बैंगनी
salvation मोक्ष
lovely प्रिया
anger गुस्सा
world जगत
courage हिम्मत
ancient प्राचीन
socrates सुकरात
fight क्रियाकलाप
nath नाथ
is हे
schools स्कूलों
circulation बहाव
increase बढाने
majority बहुसंख्यक
eyes आँखें
metropolitan महानगरीय
afraid डर
universe ब्रह्माण्ड
prisoner बंदी
gets पाती
theology धर्मशास्त्र
situation पदानुक्रम
alone अकेला
journalism पत्राचार
hay हे
port बंदरगाह
life लाइफ
post पोस्ट
contrary विपरीत
t टी
capable सशक्त
important ज़रूर
newspaper अखबार
federal संघीय
