other अन्य
essential अवश्य
successful सफल
sentence वाक्य
located स्थीत
multi बहुसंख्यक
wrong अनुचित
communist साम्यवादी
maghi माघी
activities कार्यहरू
city नगर
u.k. युके
wood काठ
lamjung लम्जुंग
remembrance स्मृति
gone गइन्
solve निदान
flat चेप्टो
spanish स्पेनिया
instability अस्थिरता
year साल
world संसार
years वर्षो
years वर्षम्म
2002 २००२
me मि
dhankuta धनकुटा
format ढाँचा
attract ध्यानाकर्षण
gandhi गान्धी
destruction पतन
rupees रुपैयाँ
substances पदार्थहरु
emotion भावना
comparatively तुलनात्मक
else अलावा
put राखि
slowly क्रमस
noble नोबेल
offerings दक्षिणा
found निकाले
around भरी
rehabilitation बास
twins जुम्ल्याहा
ishwar ईश्वर
under अन्तर्गतका
became भईन्
youth युथ
disruption अवरोध
hot गरम
singapore सिङ्गापुर
map नक्शा
classified वर्गिकरण
appearance रूपले
inhabit वसोवास
at हरूमा
pounder ओखल
pariwar परिवार
hell पाताल
articles रचनाहरू
67 ६७
ambassador राजदूत
god देउता
around आपसमा
property सम्पतिको
engineering इन्जिनियरिङ्ग
profit लाभ
dismiss पदच्युत
gods देवताहरुको
external बाह्य
compensate भुक्तान
line रेखा
governed शासित
mega महा
sea समुन्द्र
see हेर्नुहोस्
eye आँखा
eyes नेत्र
king राजाका
took लिए
best उत्कृष्ट
fortuneteller ज्योतिषले
birthday जन्मदिनको
war आक्रमणमा
union सङ्घ
they तिनीहरुले
mineral खनिज
mountain गौरीशंकर
factory कारखाना
motor गडी
fuzzy आंशिक
adivasi आदिवासी
flowing वग्ने
mingle मिल्छ
sea समुद्रको
budha बुद्ध
laughter हाँस्य
rock प्यूठान
voice ध्वनि
radius व्यास
cream मलाई
said बताइन्छ
establishing संस्थापक
keep राखियो
per प्रति
law ऐनको
tihar तिहार
9000 ९०००
though यद्यपि
affluent भरिपूर्ण
bhopal भोपाल
living प्राणी
family परिवार
dehradun देहरादून
disclosure खुलासा
addition जोड
subcontinent उपमहाद्वीप
exam परीक्षा
limit बर्गिकरण
later पछिल्लो
visual दृष्य
business सञ्चालनमा
predict अनुमति
lives जीवहरू
mission मिसन
bacteria जीनको
be छु
can हिउँ
northeastern उत्तरपूर्वमा
appeared प्रकट
charges शुल्‍क
scripture लिपिलाई
citizen जनतामा
devnagari देवनागरीको
army सेनाले
finished सकिएको
see हेर्न
he ऊ
selected छनोट
9th नवौं
person ब्यक्तिलाई
before समक्ष
more अझ
current ताजा
siddharth सिदार्थ
hills डाँडाकाँडा
there उहाँले
knowledge बुद्धि
2001 २००१
2046 २०४६को
kno गणेश
country राष्ट्रका
vietnam भियतनाम
team टिम
copy प्रतिलिपी
sarlahi सर्लाही
tado ठाडो
tajikistan ताजिकिस्तान
navratri नवरात्रिको
present पेश
favour समर्थन
day दिनलाई
aware सचेत
extended उठेको
neglected उपेक्षित
american अमेरिकन
width चौडाइ
intake सेवन
large बढ्यो
ate खाई
song संगीत
surname राउत
vignan विज्ञान
pillars स्तम्भ
giving दिई
daas दास
those तिनै
abduct हरण
for लागे
contemporary समसामयिक
saw देखे
request बिन्ती
unified एकमत
insurance बीमा
intense प्रचण्ड
engine यन्त्र
train मोटरबाटो
peak चुचुरा
haryana हरियाणा
texts ग्रन्थ
air हावालाई
around आसपासको
dominion अधिराज्यमा
compound परिसर
request माग
winter जाडो
field मैदान
yo यो
weather जलवायु
pratap प्रताप
hilly पहाडि
wanted चाहन्थे
made गराए
dot डट
width चौडाई
advanced उन्नत
22 बाइसे
surrounding आसपास
ubuntu उबुन्टु
usually प्राय
shishu शिशु
living जिवित
house निवासमा
incident घटनामा
august अगस्त
stupa स्तुपा
philosophical दार्शनिक
bandel बँदेल
name रामचन्द्रले
external बाह्र
attack प्रहार
writings कृतिका
competitive प्रतिस्पर्धात्मक
disable अपाङ्ग
that कालसम्म
tragedy दुःख
royal राज
red लाली
involve लागेका
years वर्षका
divided विभक्त
included अन्तरगत
monthly मासिक
leave त्यागी
controversy विवाद
couple दाम्पत्य
umer उमेर
weather मौसममा
made बनाईन्छ
academic प्रज्ञा
killa किल्ला
make बनोट
robust सशक्त
city सिटी
happen गरीएको
child बाल
chairman सभापतित्वमा
va व
for का
curricular पाठ्य
qualities विशेषता
heaven स्वर्गका
these यिनले
listed उल्लिखित
2022 २०२२
ayurveda आयुर्वेद
centre केन्द्रको
make बनाईएको
degree डिग्रि
tam टम
day दिवस
welfare कल्याण
both दुबैका
always निरन्तर
meeting मिसिन्छ
worker कार्यकर्ता
person मानिसलाई
shade छायाँ
tool औजार
her उनको
place स्थान
syria सीरिया
country फिलिपिन्स
do गर्नुपर्ने
kept राखेको
thailand थाईल्याण्ड
listen बुँदे
currency मुद्रा
permanent पक्की
road बाटो
tactical नीतिगत
rogue रोग
diversity विविधताले
do गर्दछन्
number संख्या
yatra यात्रा
tenth १०औं
bhojpuri भोजपुरी
beneficial उपयोगी
for निमित्त
publicity प्रचारमा
break भङ्ग
university विश्वविद्यालय
materials सामाग्रीहरु
architecture वास्तुशास्त्र
time बेलामा
snow हिउँले
past भूतपूर्व
total कूल
remedy उपाय
gadhi गडी
serious गम्भिर
manchester म्यानचेस्टर
labor श्रम
detail व्याख्या
system व्यवस्थाको
area क्षेत्रफल
tree रुख
elephants हात्तीको
on अर्न्तगत
come आउँछ
at पेश
alliance नाता
social समाजको
lion लाइन
brought ल्याएको
subedar सुबेदार
team दल
commercial व्यापारिक
directly सीधै
filed दायर
laboratory प्रयोगशाला
form रूप
culture संस्कार
games खेलहरू
same मिल्दाजुल्दा
allegation आरोप
workforce जनशक्ति
subjects बिषयमा
valley उपत्यकामा
rights अधिकारको
purpose प्रयोजनको
games खेलकुद
shamsher शमशेर
mid-term मध्यावधि
political राजनीतिक
community गुठी
a.d सन
care सम्भार
india भारतको
kaikeyi कैकेयी
rule ऐन
between मध्ये
1993 १९९३
finish अभिषेक
inspiration प्रेरणा
dignity अस्तित्वको
remain पर्न
ncp नेकपा
run चलाए
sun रवि
durga दुर्गाको
a अ
third तेस्रो
hill डाँडो
entrance भर्ना
ground मैदानी
surname वो
type किसिम
house घरहरू
multicultural बहुसांस्कृतिक
gave दिया
ma म
lower तल्लो
partly आंशिक
happened थाल्यो
department विभागहरू
offered चढाएको
related सम्बन्धित
to वाला
e-mail ईमेल
digging खनेर
guide सहयोगी
write लेखेर
people व्यक्तिलाई
request बिन्ति
vivah विवाह
1994 १९९४
smarak स्मारक
kingdom साम्राज्यको
education अध्ययनमा
invention आविष्कार
15th पन्ध्रौं
calender पात्रो
deliver पुर्‍याई
tuni टुनी
broadcast प्रसारण
manifesto घोषणापत्र
sha सं
price मूल्य
slogan मन्त्र
brave बहादुर
feel आभास
chito छिटो
2043 २०४३
started थालियो
internal अन्तरगतको
prosperity समृद्धि
entry प्रवेस
height उचाईको
seventeen सत्र
districts जिल्लाहरूमा
knowledge चेतना
during क्रममा
somewhere कतैकतै
panama पानामा
honoured सम्मानित
gandaki गण्डकीको
communist वामपन्थी
violence हिंसात्मक
plan योजनाको
inclusion समाहित
language भाषाको
plate थालियो
mugu मुगु
friendship मितेरी
scientific वैज्ञानिक
distract विचलन
jaha ज
project परियोजनाको
neptune बरुण
sixth षष्ठी
electronic इलेक्ट्रोनिक
committee समितिका
membership सदस्यता
liza लिजा
agriculture कृषि
concurrent समकालीन
category श्रेणी
investigate अनुसन्धान
kingdom अधिराज्यमा
surname बज्राचार्य
have लगाएका
bolivia बोलिभिया
did गरेको
writer लेखक
speech वाणीज्य
degree °
of हरूको
previously विगतमा
superhero महापुरुष
119 ११९
2064 २०६४
single सिङ्गो
say भन्दछन्
situated स्थित
colorful रङ्गीन
chainpur चैनपुर
districts जिल्लाहरू
1966 १९६६
remove हटाउन
investigators अनुसन्धानकर्ता
rate दर
no होईन
superior श्रेष्ठ
mahendra महिन्द्र
finished भइसकेको
square वर्ग
famous सुर्खेत
mad पागल
struggle संघर्षमा
members सदस्यहरुको
congress कंग्रेस
remember स्मरण
800 ८००
side तर्फको
empire साम्राज्यको
foreign बेलायती
ranjit रञ्जित
kantipur कान्तिपुर
accept धारण
probably शायद
tallest अग्लो
wife पत्नी
reduce कटौती
from लिएर
data आँकडा
coat कोट
persons व्यक्तिहरुको
2500 २५००
that त्यसको
entry प्रवेश
20 २०
movement संग्राम
barma बर्मा
better उत्तम
own आफ्ना
kilogram किलो
graham ग्राहम
make लागू
decision ठहर
prevalence प्रचलन
rise बढ्छ
malta माल्टा
beam किरण
districts जिल्लाहरु
link लिङ्क
states अञ्चलका
dream सपना
is चैं
mediaeval मध्यकालीन
take लिन
terrain भूभागलाई
request सिफारिस
darchula दार्चुला
pundit पण्डित
vice-president उपाध्यक्ष
kashyapa कश्यप
nakshatra नक्षत्र
for लागि
dho दो
organisation निकायको
waves छाल
kashmir कश्मीर
chapter अध्यायमा
returned फिर्ता
science शास्त्र
second दोस्रो
separated छुट्टिएका
brought ल्याए
division बर्गिकरण
community कम्युनिटी
popular प्रसिद्ध
report प्रतिवेदन
amount रकम
mat मत
village गाउँहरू
month नोभेम्वर
philip फिलिप
exile वनवास
compulsory अवश्य
steps कदमको
sentence सजाय
king राजाको
srinagar श्रीनगर
likewise उस्तै
a ऐ
they उनीहरु
they उनीहरू
non-violent अहिंसात्मक
done गया
mountain पर्वत
respectively क्रमस
shaan शान
settlement बसाइ
during तिर
damn गरेका
movie चलचित्रहरू
manya मान्य
perception धारणाको
chairman अध्यक्ष
sports खेलकूद
chandra चन्द्र
meat मासु
spices अंगहरू
classic क्लासिकल
impressive आकर्षक
stay रहने
likewise यस्तै
uniformity एकरुपता
9 ९
creator जन्मदाता
people प्राणीहरू
given दिइएको
did गरेकाथिए
pani पनि
here यहाका
famous सुप्रसिद्ध
winter शरद
hardship दुख
financial वित्तीय
many ज्यादै
b.p वीपी
a ए
rise चढने
work कामकाजमा
space अन्तरिक्षको
gandak गण्डकी
review समालोचना
ganges गंगा
scheme योजना
texts ग्रन्थमा
symmetry आकार
election निर्वाचनको
join आवद्ध
bringing ल्याउने
beautiful सुन्दर
years वर्षौं
legs खुट्टा
austria अष्ट्रीया
minimum न्यूनतम
specialist शास्त्री
fourth चौथो
are हुन्छन
steam बाफ
case काण्डमा
constitution संबिधान
settlement बसाई
behaviour आचरण
system निकाय
mathematics गणित
infected संक्रमित
period अवधि
add जोड्ने
review समीक्षा
prince युवराज
obtained पाइएका
interest रूचि
he वहाँले
climbing चढ्न
gave दिई
relation सम्बन्धको
exile निकाला
present प्रस्तुत
foreigner विदेशी
worker मजदुर
style शैली
influence प्रभावले
management प्रबन्ध
mishra मिश्रको
nepali नेपालीहरुले
specific विशिष्ट
according अनुरूप
municipality नगरपालिकालाई
usually प्रायजसो
wrote लेखे
bhagwati भगवति
33 ३३
sound आवाज
bhagwati भगवती
important महत्वपूर्ण
raipur रायपुर
cordial सुमधुर
separate छुट्टै
chai चैं
hot गर्मी
70 ७०
population जनसँख्या
dalit दलित
order क्रम
days दिनलाई
class वर्ग
give दिनु
items सामग्रीहरूको
happened भएमा
old पुरानै
peak चुचुरो
was गर्थे
egypt मिश्रमा
respect सम्मान
clear निवारण
organs अंगहरू
pakistan पाकिस्तान
fight युध्द
war संग्राम
violence अहिंसा
glacier खुम्बु
cambodia क्याम्बोडिया
characteristic विशेषतः
happiness खुसी
brunei ब्रुनाई
longitude देशान्तर
mass बोसो
party दलले
picture तस्विर
create बनाइन्छ
her उनकी
cultivation उब्जनी
bimonthly पाक्षिक
gulmi गुल्मी
1951 १९५१
city शहर
be रहन्छन्
rautahat रौतहट
make बनाइन्छ
your तिम्रो
comes आउछ
africa अफ्रीका
decision निधो
themselves आफै
major अधिकृत
valley भूपरिवेष्ठित
glorious भव्य
european युरोपेली
statue पौडेल
join जोडने
number ठूलो
slovakia स्लोभाकिया
kaski कास्की
conference सम्मेलनको
sociology समाजशास्त्र
flow प्रवाह
service सेवालाई
send पठाई
interview साक्षात्कार
division डिभिजन
meditation ध्यानमा
respect प्रतिष्ठा
buckwheat फापर
warrior योद्धा
said भन्यो
greek युनानी
ministry मन्त्रालय
miss सुन्दरी
use प्रयुक्त
declare घोषणा
both दुबैको
writing लेख्ने
composing कृतिका
highway राजमार्गको
transport यातायत
fort मकवानपुरगढी
front बीच
process प्रक्रियाको
followers मान्नेहरु
direct निर्देशन
doctor डा
poland पोल्याण्डमा
concrete ठोस
homer होमर
lake ताल
yen ऐन
goat बाख्रा
going गैरहेको
cosmic कस्मिक
nicholas निकोला
east पर्ूव
side छेउको
ruler शाकल
ear कान
there तहाँ
parliamentary संसदिय
dando डाँडो
establishment संस्था
bidirectional दोहोरो
drink पेय
149 १५९
continent महादेशको
mountain पर्बत
language गुजराती
literature साहित्यको
rule सत्ताको
finance महालेखा
right दाहिने
torrid शितोष्ण
view दृष्टिबाट
is हैनन्
jyoti ज्योति
year सालको
view दृष्टिले
1950 १९५०मा
say भन्नु
all सबैजसो
news खवर
carl कार्ल
86 ८६
television टेलिभिजन
brief संक्षिप्त
run पर्छन
fertile उर्वर
day कंगो
door द्वार
clear प्रष्ट
movement आन्दोलनरत
all सबैले
scriptures लिपिहरु
rivers नदिहरु
nowadays अचेल
accounts महालेखा
1986 १९८६
way तरिका
parliamentary संसदीय
tree बोट
caste शेर्पा
water पानीको
system व्यवस्थाका
hindi हिन्दीमा
37 ३७
development विकासमा
distance दुरीमा
cows गाईको
journey यात्रामा
axis अक्षांस
without विना
old पहिलेका
joined जोडिएको
professional व्यवसायिक
parbat पर्वतमा
massacre नरसंहार
asia एशियाई
go जाता
someone केहीले
aru अरु
harsh कठोर
jagannath जगन्नाथ
constellation नक्षत्रलाई
independent आजाद
exiled निर्वासित
starting थालनी
alphabets वर्णमाला
in में
royal रायल
chief अधिकृत
presence मौजूद
discrimination भेदभावको
tamed पालन
get पारेर
emirates इमिरेट्स
monthly मन्थली
making बनाउने
about झन्डै
family खानदान
by द्वारा
nirmal निर्मल
belgium बेलारुस
pulmonary पल्मोनरी
saying कथन
included युक्त
towards तर्फ
their यिनीहरु
vigyan विज्ञान
direct सिधा
title उपाधि
deepawali दीपावलीको
material सामग्री
empire साम्राज्य
family परिवारको
influential प्रेरणादायी
political पोलिटिकल
regions भागहरुमा
land भूमिको
besi बेसी
done गरिएका
university विश्वविद्यालयमा
made बनेका
inscribe उल्लेख्य
incident घटना
aru अरू
search हेरिने
vast बिशाल
place ठाउमा
historical ऐतिहासिक
singers गायकहरू
cultural सांस्कृति
treaty सन्धिले
daily रोज
santa सन्त
giza गिजा
malaria औलो
absence नरहेको
academy प्रतिष्ठानको
freedom स्वतन्त्रतालाई
brother भाइ
quality स्तरीय
all समस्त
occurred घट्न
congress कांग्रेसले
job उपाधी
people जनता
join जोडिने
weak कच्ची
establishment प्रतिष्ठान
era युगका
area क्षेत्रफलको
he उहाँलाई
andhra आन्ध्र
tine तिनै
kathmandu काठमाडौंदेखि
sanskrit संस्कृतम्
speeding गतिशील
algeria अल्जेरिया
nationwide देशभर
period यता
cross पार
privilege सुविधाका
update आवधिक
perhaps सम्भवत
nam नम
zero शून्य
cameroon क्यामेरून
yen एन
rest बाँकी
maharaj महाराज
gulf गल्फ
colonel कर्णेल
chandra चन्द
welfare कल्याणकारी
any जता
sight दृष्टि
sure सुनिश्चित
central मध्येको
way मार्गमा
nicely सुचारू
kilometer कि
structure ढाँचा
wildlife बन्यजन्तु
recognize चिनिन्थ्यो
goddess सरस्वतीका
development उन्नति
policy नीतिको
asia एसियाबाट
language भाषाका
actor अभिनेता
objects वस्तुहरु
peoples व्यक्तिहरूको
shiva शिव
properties गुणहरू
november नोभेम्बर
places स्थानको
season ऋतु
hills पहाडहरू
worldwide विश्वभरिका
strong बलियो
range चुरिया
factor कारक
distribution वितरणको
police प्रहरी
force सेनामा
king सम्राट
magar मगर
mahishasura महिषासुर
2015 २०१५
heroine नायिका
grace कृपा
subhash सुभाष
naming नामाकरणका
112 ११२
was भईन्
investigation निरीक्षण
scripture शास्त्रको
english अङ्ग्रेजी
efficient प्रभावकारी
paladin राजपूत
including लगायत
do गर्नुका
dollar $
investigation अनुगमन
fruit लहरा
understand बुझन
like जत्रै
knit बुनेर
care रेखदेख
know बुझ्न
b बी
moog मृग
pain दुखाइ
pha फ
partial आंशिक
money पैसा
late स्वर्गीय
fundamental आधारभूत
operate साचालन
minute सुक्ष्म
revolution परिक्रमा
girl छोरी
vote मतबाट
transport बाटोघाटो
self एक्लै
clan गण
after पश्चातको
numerous अनेकौं
herself आफुलाई
joined गाँसिएको
show देखाएर
districts जिल्लाले
case मुद्दाको
education शिक्षाको
made वनेको
institutions संस्थानहरू
was हुनुभयो
49 ४९
valley तमोर
start प्रारंभमा
no होइन
curry साग
pata पता
norms नैतिको
time पटकको
imprint अङ्कित
his तिनको
heat तपाईं
end सिराहा
period कालसम्म
middle मध्य
cataract मोती
dal ढल
exciting रोमाञ्चकारी
we हामीलाई
my मैले
rukum रुकुम
megahertz मेगाहर्ज
burma बर्मा
approved स्वीकृति
their तिनका
greenish हरियाली
country बुरुन्डी
dekha देखा
ek एक
centre धुरी
years वर्षको
northern उत्तरी
background परिवेश
seventh सातौं
search हेरेका
buildings भवनहरू
head टाउको
sanchar संचार
foreign बेलायतको
their उनीहरुको
telling भन्दै
gregory ग्रेगरी
dwarf वामन
hill डाँडा
red रातो
related संबद्ध
organization संचालन
thakur ठाकुरद्वारा
constitution संविधानमा
herbs जडीबुटी
1925 १९२५मा
mahina महिना
port नाकाको
substance पदार्थमा
china चीनमा
rajdhani राजधानी
centre केन्द्रका
darjeeling दार्जीलिंग
e पू
see हेरेर
dua दुइ
seventh सातौँ
contemporary तत्कालीन
own आफ्नी
former पुर्व
over पार
gathering मिलन
h एच
structures संरचनाहरू
hydroelectricity जलविद्युत
authorized आधिकारीक
then तात्कालीन
him हिम
can सके
permit भन्सार
saarc सार्क
built बनाएको
see हेर्नुस्
she वहाँ
caught पक्राउ
united मिलि
damodar दामोदर
concurrent समसामयिक
god ईश्वरलाई
constitution संविधान
martyr शहिद
destroy भङ्ग
tell भन्न
every प्रत्येक
385 ३८५
killed मारेर
desktop डेस्कटप
whole सिङ्गो
mountain डाँडा
having हुनुको
kali काली
science विज्ञानका
gave दिए
many कई
palace दरवार
blog ब्लग
surface कक्षमा
school स्कूलमा
and एन
afterward भएपछि
no नभै
unani यूनानी
combining मिलाई
group दलहरुको
not हुदैन
always सँधै
metalled पक्की
popularity लोकप्रियता
537 ५३७
post पदको
sambat सम्वत
secular निरपेक्ष
help सहायताको
lithuania लिथुआनिया
lifelong आजीवन
mountain हिमालयले
official अधिकृत
core कोर
special विशेष
region भेकमा
l एल
broadcast सम्प्रेषण
simple साधारणतया
serial श्रृंखला
cover ढाकेका
afghan अफगान
carry उठाउने
appreciable उल्लेखनीय
north उत्तरतिर
receive प्राप्ति
poverty गरीबीको
gene जीनको
29 २९
similarity एकरुपता
neighbouring छिमेकी
male पुरूष
all सबैलाई
complicated दोहोरो
spread फैलिएको
migrate सरेर
meeting भेला
rolpa रोल्पा
rising उदाउँदो
management व्यवस्थापनमा
soil माटोको
november नोभेम्वर
financial आर्थिक
vidhya विद्या
book पुस्ताका
done गरिसकेको
their तिनको
death देहान्त
seen देख्न
arab अरब
gave दिइन्
tang ताङ
cities सहरहरू
which कस्तो
negative नकारात्मक
functions क्रियाकलाप
she जो
days दिनमा
opened खोले
lowland तराईमा
languages भाषाहरुमा
france फ्रान्स
poland पोल्याण्ड
2050 २०५०
poem कविताहरू
dense घना
legal वैधानिक
african अफ्रीकी
same उत्तिकै
incarnation अवतारमा
b वी
democracy गणतन्त्रमा
meaning मर्म
accepted मान्य
90 ९०
time छँदै
seedling विजन
de दे
etcetera इत्यादि
tangle जटा
social सामाजिक
second दुई
security सुरक्षा
saying भनि
become भन्छ
uganda युगान्डा
rock रक
surname बराल
raise बढाउनका
benefit लाभ
skill सीप
request अनुरोध
assemble गठन
gave दियो
and एंड
races जातीका
personal निजी
94 ९४
community जातिलाई
economics अर्थशास्त्र
laos लाओस
north उत्तरबाट
ministries मन्त्रालयहरू
forest वनमा
era कालसम्म
establishment छाप्न
139 १३९
language भाषालाई
number नम्बर
yearly वर्षछि
vowel स्वरको
chestnut कटुस
means अर्थात्
highway राजमार्गका
p. पी
place थलोको
tactic रणनैतिक
sardar सरदार
together संगै
fant फन्ट
businessman व्यापारीक
coming आउने
indigenous जितेपछि
unstable अस्थिर
express व्यक्त
commission आयको
necessary जरुरी
2011 २०११को
american अमेरिकी
firm दृढ
jews यहूदी
east पूर्वको
form रूपमा
hard कठोर
yadav यादव
disposal विसर्जन
star तारा
oyster सीप
diet आहार
represent प्रतिनिधित्त्व
makes बनाउनु
time कालको
madi मादी
curry तरकारी
expectancy संभाव्यता
animal बँदेल
mountain पहाडमा
politician राजनीतिज्ञहरू
lie झुठो
saint सन्त
after पश्चात
mahabharat महाभारत
ripe पकाउने
word शब्दको
follows यसप्रकार
scientist वैज्ञानिक
like मन
monastery मठको
daily दैनिकको
concerned सम्बन्धित
formation निर्माणका
rule शासनकालमा
saa सा
wanting चाहने
assume मानी
rehabilitation बसोबासको
leftist वामपन्थी
university विश्वविद्यालयहरू
tula ठूला
act भएन
most सवभन्दा
occupy ओगटेको
dangerous हानिकारक
shelter प्रश्रय
varan वरण
agent एजेन्ट
lumbini लुम्विनी
rule निती
invitation निमन्त्रणा
aerial वाहक
always सदा
empty खाली
place थलो
abuse दुरूपयोग
alison एलिसन
went गएर
buwa बुवा
mausam मौसम
countries राष्ट्रहरुको
doctor चिकित्सक
valley तराइको
surrounding वरिपरिका
death निधन
tape पट्टी
onwards यता
valley उपत्यका
marx मार्क्सले
kingdom साम्राज्य
2000 २०००
himalayas हिमालको
purpose सरोकार
remain रहृयो
politician नेता
banke बांके
low कम
1959 १९५९
das दास
gurung गुरुङ
also पनि
relation संबंध
art चित्र
abundant पदच्युत
1965 १९६५
get ग्रहण
village लसुने
family वंशका
our हाम्रो
council परिषद
fibre फाइबर
time समयदेखि
moscow मस्को
character पात्र
25 २५
unfavourable प्रतिकूल
age उमेरदेखि
corporation निगम
matter पदार्थलाई
due दूई
increase बृद्धि
juncture योग
system प्रणालीका
latter उत्तरार्धमा
watch देखिदैन
determination निर्धारण
jee जी
2002 २००२मा
mythology किंवदन्ति
were गरेकाथिए
resume सुचारू
represent जनाउने
imaginative काल्पनिक
metal धातु
youth तरुण
bandage पट्टी
mind दिमाग
established स्थापीत
lamjung लमजुङ्ग
state अञ्चललाई
remain बसेर
landslide भूक्षय
element तत्व
script लिपिलाई
antar अन्तर
traditional परम्परा
upanishad उपनिषद्को
initiation शुरूवात
motionless स्थिर
place पाल्पाको
flowing बगेर
special बिशेष
leopard चितुवा
for को
style शैलीमा
autumn शीतकालमा
citizens जनताहरू
flow बगेको
flowed बगेर
pearl मोती
arrangement व्यवस्थामा
karamchand करमचन्द
law कानूनले
abroad विदेशमा
settlement वस्ती
run चलेका
meant अर्थमा
panjabi पंजाबी
developed उन्नत
subject विषयलाई
breadth चौडाइ
river नदीहरूमा
1905 १९०४मा
looking दृष्टिगत
research अनुसंधान
king महाराज
baburam बाबुराम
keep राखि
surname थर
his उसका
responsibility जिम्मा
rural ग्रामिण
may मे
1987 १९८७
terai तराइको
run अभियानमा
third त्रेता
urban शहरी
too अत्यन्तै
durga दुर्गालाई
gari गरि
knowledge ज्ञानको
goddesses देवीहरू
politician नेताहरू
life ज्यान
165 १६५
jumla जुम्लाको
ranas राणाहरू
biggest प्रशस्त
telephone टेलिफोन
caste जातिका
developments घटनाक्रम
mather माता
starting उदगम
remembrance स्मरण
being भईरहेको
bringer ल्याउने
more झन्
jurisdiction क्षेत्राधिकार
incidents घटनाक्रम
continuing चलिआएको
gene जीन
make बनाएको
center मुकाम
anyone कसैलाई
develop बढ्न
virat विराट
say भन्छ
create सृजना
send पठाउने
soap साबुन
satisfy सन्तुष्ट
fort गढीमा
went जाने
2400 २४००
sanitation सरसफाई
biography जीवनी
defence रक्षा
authority अख्तियार
media मीडिया
less थोरै
they उनीहरूको
ownership स्वामित्व
82 ८२
plastic प्लास्टिक
if या
arko अर्को
multi-racial बहुजातीय
rights हक
un उन
grc गर्छ
adorned अङ्कित
hindu हिन्दू
autobiography कलात्मक
bond बन्धनमा
parties दलहरुको
aim उद्देश्यहरू
immortal अमर
able सक्ने
tibet तिब्बत
success सफलताका
another अर्का
northeast उत्तरपूर्वी
stand ठाडो
officer पदाधिकारी
greek युनान
surrounded घेरिएको
adhi अघि
caves गुफाहरु
crimp समेटेको
learning अध्ययनको
check जांच
service सेवा
kisan किसान
family वंशको
attach संलग्न
tradition संस्कार
transport आपूर्ति
god आआफ्ना
tradition परम्परा
news समाचार
coming आउनु
founder संस्थापक
position दर्जा
army सैन्य
hill पहाडी
by द्धारा
psychology मनोविज्ञान
khan खान
kadam कदम
discover सिर्जना
european यूरोपीय
electricity विद्युत
representative प्रतिनिधि
done गरएिको
nepali नेपालीमा
dhanu धनु
excess ज्यादै
title शीर्षक
branches हाँगा
study पढ्नु
sky आकाशमा
rai राई
probably सम्भवतः
teli तेली
able सक्दछन्
this यसैको
ready तयार
international इन्टरनेसनलका
said भनेका
person व्याक्तीको
south दक्षीणमा
principle सिद्धांत
hindu हिन्दी
me मैले
53 ५३
pickle अचार
developed विकसित
pouch पाउँछ
astrological खगोलीय
do गर्नु
stone ढुङ्गा
2007 २००७
marshall मार्शल
tourist पर्यटकीय
th औं
bodies पिण्डको
become हुनुभयो
world विश्वमा
caste क्षेत्री
influence प्रभाव
total कुल
opinion राय
march मार्च
answer जवाफ
famous चर्चित
huge भारी
russian रूसी
include रमाईलो
serious गम्भीर
states अधिराज्य
patience धृति
london लण्डन
power क्षमता
origin उदगम
profession व्यवसायको
publish प्रकाशन
most अधिकतम
person व्यक्तिहरूले
98 ९८
om ओम्
animal जनावर
idea धारणा
300 ३००
surface धरातलीय
chemical रसायनिक
knowledge विज्ञान
voice स्वर
relief छुटकारा
collage कलेज
chances सम्भावना
fifa फिफा
expelled निकाला
prince कुँवर
philosophy दर्शन
ancient पुरातन
parliament संसदका
bhattarai भट्टराईका
agitation आन्दोलन
atlantic अंध
construction निर्माण
setu सेतु
little अलि
institution राजसंस्था
saag साग
asar असार
country अल्बानिया
comer आएका
2028 २०२८
country देश
make पार्न
important अभीष्ट
collection संग्रह
similar त्यस्तै
general जेनेरल
temple देवल
shivaratri शिवरात्री
tragic वियोगान्त
koirala कोइरालाका
able सक्नु
country मुलुकको
about सम्बन्धमा
varsha वर्षो
damai दमाई
tunisia ट्युनिसिया
ignore उपेक्षा
district जिल्लाले
saying भन्नाले
most अधिकतर
was मिली
various विभिन्न
hint सांकेतिक
poor गरीबीको
garland माला
rare असाधारण
female कन्या
cultural जातीय
ramchandra रामचन्द्रले
2 २
are हरू
give दिएर
bihar बिहार
style शैलीका
racial साम्प्रदायिक
western पञ्चमी
with सहितको
yoni योनि
gambling जुवा
disturbed विचलन
meaning अर्थमा
advise सल्लाह
made बनेको
fourteen चौध
astrologer ज्योतिष
sage ऋषि
times बार
done गरिएको
village गाउँमा
salary तलब
colombo कोलम्बो
line पंक्तिमा
mahakavi महाकवि
scientists वैज्ञानिकहरुले
cut काटेर
mater वस्तु
except छोडि
watch हेरिने
betrayal धोका
200 २००
liquid तरल
solvent घोलक
panchayati पञ्चायती
appointment नियुक्त
get प्राप्त
union संगठनमा
ang अँ
are हरु
lawyer वकिल
poem कविता
grandmother हजुरआमा
jigme जिग्मे
buddhist वौद्ध
return फिर्ता
make बनाउन
bold साहसिक
income आम्दानीको
beni बेनी
admission भर्ना
role भुमिका
rituals संस्कृतिलाई
saudi साउदी
call आह्वान
140 १४०
river महाकाली
. |
area फैलावट
numbers सङ्ख्या
